run_index;run_time;lowest_reward;reward;highest_reward;action_count;team_action_count
46;277.065774204;-6577;-18;-3;6;3
31;437.042118229;-4494;-4126;-5806;32;16
75;923.233343647;-5862;-4129;-4294;36;18
40;1096.364274892;-5535;-4450;-3322;48;24
41;1322.223513701;-5500;-4149;-2907;50;25
43;1343.492582356;-5691;-4073;-2779;42;21
62;1645.766514865;-6284;-1277;-609;32;16
12;1676.478439466;-5769;-4863;-2345;54;27
37;1753.39886679;-5752;-3210;-1992;48;24
32;1324.327767187;-5817;-4882;-2601;48;24
42;471.461424706;-4325;-3652;-6048;28;14
59;1365.359253241;-5529;-4300;-2793;46;23
0;2555.576509988;-6392;-1153;-347;38;19
50;2737.106045353;-6330;-2595;-491;52;26
76;1865.609305576;-6229;-1959;-878;42;21
56;2994.315328847;-6189;-3295;-1722;70;35
47;2766.022363377;-5982;-4066;-1486;76;38
25;3056.358828476;-6500;-1358;-200;50;25
63;1664.151120987;-6026;-3697;-1852;48;24
45;1727.930768112;-5853;-3648;-2190;52;26
87;3750.586815652;-6316;-3739;-661;84;42
1;1237.171606161;-5191;-3939;-3810;52;26
51;1412.520619975;-5746;-3871;-2758;48;24
38;2503.308908742;-6353;-2703;-913;52;26
44;2958.892475034;-6486;-515;-117;52;26
77;1959.547727852;-5898;-4374;-2001;56;28
64;1573.213377234;-6185;-3057;-1623;48;24
60;2437.309006454;-6480;-905;-151;42;21
81;1009.672034869;-5628;-4049;-3414;34;17
33;3732.591104242;-6295;-3271;-631;76;38
2;1739.269624494;-5841;-3506;-1924;52;26
34;2061.354163208;-5428;-3384;-2086;60;30
26;2582.039409913;-6295;-1652;-611;46;23
13;4148.252497074;-6461;-2716;-160;66;33
48;2913.592991129;-6161;-4283;-1215;68;34
57;3261.776712985;-6204;-3380;-680;68;34
82;1250.125703891;-5608;-4734;-3327;46;23
3;1097.792775147;-5497;-4510;-4145;42;21
78;2014.257627358;-6066;-2594;-1284;42;21
49;1095.284350855;-5922;-4078;-2911;32;16
14;1246.274346496;-5840;-2903;-2026;32;16
58;823.53469805;-5615;-4896;-4126;36;18
39;2963.088026517;-5921;-2543;-994;60;30
84;1996.107174605;-5731;-3444;-2353;50;25
27;1886.94310573;-6033;-3957;-1533;54;27
35;2057.28201941;-5958;-3496;-1971;56;28
80;802.706368909;-5019;-4269;-4287;40;20
53;1037.485873182;-5426;-4967;-4438;54;27
88;4514.403519712;-6476;-1498;-204;74;37
61;3418.732292617;-6384;-3281;-512;74;37
52;4178.701786406;-6252;-3587;-415;84;42
28;954.940899218;-5287;-4526;-4353;44;22
65;3628.081768017;-6294;-2155;-724;78;39
79;2012.742813046;-5920;-3560;-1958;52;26
4;2392.507922567;-6092;-3930;-1333;58;29
89;919.958376673;-5169;-4453;-4500;42;21
83;2780.869037669;-6042;-3162;-924;56;28
15;2376.07674492;-6418;-895;-222;40;20
18;2304.245406506;-6013;-5118;-2045;66;33
29;2039.524426891;-6325;-4901;-1415;64;32
36;2344.022298385;-6139;-3543;-739;54;27
66;1483.741383155;-5467;-4566;-3271;64;32
55;1637.687545417;-5644;-4116;-3053;50;25
54;2090.369383397;-5824;-4485;-3045;62;31
30;1583.857351209;-5819;-3440;-2620;52;26
9;1380.273910206;-5396;-4128;-3661;52;26
16;2666.036668079;-6009;-4720;-1473;70;35
90;1927.4616753;-6080;-5031;-2167;62;31
85;3964.42754121;-6369;-2595;-391;72;36
92;1162.181616686;-5550;-3777;-3372;36;18
91;1245.008610727;-5376;-4268;-3908;54;27
93;1678.84482623;-6183;-3645;-1698;54;27
24;791.516387377;-6512;-105;-47;14;7
20;673.342815629;-4985;-4702;-5557;42;21
21;3015.400927659;-6410;-1665;-319;50;25
10;1758.320328279;-6114;-2152;-1023;36;18
19;2851.46461243;-5990;-4902;-1326;84;42
96;1283.193380218;-5665;-4713;-3078;46;23
94;998.321645025;-5496;-4652;-4034;62;31
11;1985.302877278;-6194;-1651;-614;36;18
67;3363.142797935;-6234;-3482;-729;78;39
68;825.966153441;-5779;-4628;-4540;36;18
98;1487.131857445;-5918;-4757;-2247;54;27
6;5224.99769542;-6471;-2672;-198;90;45
95;1673.476390944;-5991;-2655;-1720;38;19
5;4901.278279808;-6458;-4672;-391;110;55
17;2980.202494355;-6175;-3684;-961;64;32
97;1428.34664465;-5916;-3759;-1958;42;21
69;888.138151821;-5577;-3782;-3628;34;17
23;4078.580302511;-6190;-2128;-391;82;41
74;1206.792061174;-5469;-4323;-2940;46;23
71;2130.433605957;-6555;-400;-50;34;17
86;4915.303837325;-6427;-3579;-255;128;64
99;2387.110519673;-6003;-3696;-846;58;29
22;2559.844484083;-6264;-3492;-878;66;33
73;2124.220114608;-6337;-1420;-512;52;26
8;1873.921786576;-6274;-5141;-2106;66;33
7;2224.753109615;-6242;-3685;-925;64;32
70;2301.967713074;-5981;-3363;-1078;72;36
72;3184.929087381;-6432;-2045;-229;82;41
